text,intent,intent_label
when is visa due,56,bill_due
how do i find when my water bill needs to be paid,56,bill_due
how do i know when to pay my gas bill,56,bill_due
what is the exact due date for my mortgage payment,56,bill_due
what day is my car insurance due,56,bill_due
i need the new due date for my pgw gas bill,56,bill_due
when's the next phone bill,56,bill_due
how do i find when my electric bill is due,56,bill_due
can you tell me when my peco energy bill is due this month,56,bill_due
how do i find when my medical bill is due,56,bill_due
tell me when i have to pay my bill,56,bill_due
do i need to pay my credit card bill already,56,bill_due
what is the due date for my metronorth monthy pass,56,bill_due
when is my water bill due,56,bill_due
what is the latest date that i can pay my direct tv bill this month,56,bill_due
where should i look for when my gas bill is due,56,bill_due
i want to know when a bill is due,56,bill_due
when should i pay my bill by,56,bill_due
what day is the z bill due,56,bill_due
tell me when my bill will be due,56,bill_due
on what day do i have to pay my nordstrom bill,56,bill_due
when do i have to pay my electric bill by,56,bill_due
when do i need to pay my annual payment for auto insurance,56,bill_due
give me the date my bill is due,56,bill_due
can you tell me the date my credit card is due,56,bill_due
is my at&t bill do soon,56,bill_due
what day is the bill due,56,bill_due
i would like to know when the bill is due,56,bill_due
do you know when my next electric bill is due,56,bill_due
whats the due date for z bill,56,bill_due
how do i locate when my gas bill is do,56,bill_due
when is too late to pay my cable bill,56,bill_due
when does the car payment come due,56,bill_due
what is the due date on my xfinity internet bill for february,56,bill_due
i would like to know my electric bills date it needs to be payed,56,bill_due
"how are you doing today, ai",82,greeting
"why, hello bandit",82,greeting
just wanted to say hi,82,greeting
hey what's up,82,greeting
hey how's it hanging,82,greeting
how are things with you,82,greeting
are you doing okay,82,greeting
how are you today,82,greeting
have you been good,82,greeting
"howdy, what's new",82,greeting
how is your day,82,greeting
"hey, ai",82,greeting
"hello, friend",82,greeting
ai how are you doing today,82,greeting
can you tell me how you're doing today,82,greeting
how are things going,82,greeting
greetings to you,82,greeting
how's it going with you,82,greeting
hi there alexa,82,greeting
are you doing ok,82,greeting
how're you doing,82,greeting
"ai, how are you feeling",82,greeting
hi how is everything,82,greeting
how have you been,82,greeting
"yo, hows it going",82,greeting
hey there fellow,82,greeting
"hello, anyone there",82,greeting
what's going on,82,greeting
hola,82,greeting
"wake up, ai",82,greeting
what's up,82,greeting
is everything ok with you,82,greeting
hi! are you doing okay,82,greeting
how've you been feeling,82,greeting
how is it going,82,greeting
whats up with you,82,greeting
is everything going okay,82,greeting
aloha,82,greeting
"hello, ai",82,greeting
ahoy hoy,82,greeting
how are things for you,82,greeting
whats up,82,greeting
how is life treating you,82,greeting
how is my ai doing,82,greeting
hi ai,82,greeting
how is everything going,82,greeting
good evening,82,greeting
"hello, how are you",82,greeting
hello siri,82,greeting
bonjour,82,greeting
what do i owe the government on my taxes,94,taxes
how much am i going to have to pay in federal taxes this year,94,taxes
how much did my state taxes change,94,taxes
can you tell me my income tax,94,taxes
what do i pay in taxes,94,taxes
how much will i pay in federal taxes,94,taxes
what amount do i have to pay in taxes,94,taxes
can you calculate my state taxes,94,taxes
"what amount of money do i pay in taxes, please",94,taxes
"using my salary as a basis, what taxes will i owe",94,taxes
tell me what my state taxes are,94,taxes
what does it look like my state taxes will add up to,94,taxes
what's my bill going to be for my taxes for tennessee,94,taxes
what do i pay currently in income taxes,94,taxes
what amount do my state taxes look like,94,taxes
give me the specifics on my federal taxes,94,taxes
i would like to know how much i pay in taxes,94,taxes
how much will i have to pay in state taxes,94,taxes
how much do i pay in taxes,94,taxes
how much money is the state going to take from me for taxes,94,taxes
how are my federal taxes looking this year,94,taxes
what will my state taxes amount to this year,94,taxes
how much do i owe for state taxes,94,taxes
what can i expect to pay in taxes,94,taxes
i need to know how much i should pay in tax,94,taxes
are my state tax payments too high,94,taxes
how much tax do i pay,94,taxes
how much does it seem my state taxes will be,94,taxes
what is the tax amount,94,taxes
how much state taxes do i owe,94,taxes
what is the total amount of tax deductions from my income,94,taxes
how much do i pay in tax,94,taxes
how much is the irs going to get from me,94,taxes
let me know my tax rate,94,taxes
please tell me what i pay in taxes,94,taxes
i need to know how much tax i pay from my earnings,94,taxes
what will i need to pay in federal taxes,94,taxes
what are my state taxes looking like,94,taxes
about how much will my federal taxes be,94,taxes
what do i currently pay in taxes,94,taxes
what amount will my state taxes be,94,taxes
how much tax do i owe,94,taxes
how much am i paying from my income in taxes,94,taxes
how much are taxes on this,94,taxes
help me calculate my federal tax bill,94,taxes
will i pay over $500 in federal taxes,94,taxes
tell me how much in tax on this,94,taxes
i have to pay how much back in taxes,94,taxes
what is the total amount i pay in taxes,94,taxes
what's the damage on my federal tax return,94,taxes
what if i lost my luggage,113,lost_luggage
my luggage has not arrived and i would like assistance locating it,113,lost_luggage
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,113,lost_luggage
what's the procedure to deal with lost luggage,113,lost_luggage
i lost my luggage coming from chicago on delta flight ab123,113,lost_luggage
can you check where my luggage is off jetblue flight ab123 out of buffalo,113,lost_luggage
my bags didn't make it to the new orleans airport,113,lost_luggage
"i need my luggage found, i was on delta flight ab123 out of san francisco",113,lost_luggage
my luggage was on delta flight abc123 out of houston and now i can’t find it,113,lost_luggage
can you help me find my luggage it was lost on delta flight abc123 from houston,113,lost_luggage
i'm in baggage claim at the airport and my luggage didn't make it,113,lost_luggage
what is the next step if my luggage was lost,113,lost_luggage
is there someone i can talk to since i am in the airport waiting for my luggage which never came,113,lost_luggage
who do i complain to about my luggage not arriving at the airport,113,lost_luggage
can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase,113,lost_luggage
i miss placed my luggage i was on delta flight ab123 out of new york,113,lost_luggage
i just flew in on american airlines flight ab123 from chicago and can't find my luggage,113,lost_luggage
can you please help me find my lost luggage,113,lost_luggage
i think my luggage was misplaced or has been lost,113,lost_luggage
who can i turn to if i lost my luggage,113,lost_luggage
im at lax and my bags aren't,113,lost_luggage
i lost my luggage coming from new york city on american flight ab123,113,lost_luggage
i can't find any of my luggage!,113,lost_luggage
i believe that my luggage was lost,113,lost_luggage
"my luggage is missing, i think",113,lost_luggage
i need to find my luggage,113,lost_luggage
my luggage is missing i was on spirit flight ab123 from chicago,113,lost_luggage
it appears that my luggage has vanished,113,lost_luggage
i can't find my luggage anywhere and there's no more on the conveyor,113,lost_luggage
how do i find lost luggage,113,lost_luggage
i think my luggage got lost,113,lost_luggage
find me the number for jet blue's customer service so i can yell at someone about my missing luggage,113,lost_luggage
i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,113,lost_luggage
it seems my luggage was lost,113,lost_luggage
locate lost luggage from flight america airlines in o'hare,113,lost_luggage
what step do i take if my bag got lost on the flight,113,lost_luggage
who do i go to to find lost luggage,113,lost_luggage
my luggage is lost and i would like help trying to locate it,113,lost_luggage
can you help me locate lost luggage,113,lost_luggage
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,113,lost_luggage
how do i handle the situation if i lost my luggage,113,lost_luggage
where do i begin the process of reporting my luggage lost,113,lost_luggage
i got to vegas airport but my bags didn't,113,lost_luggage
"my luggage did not arrive, please investigate",113,lost_luggage
who do i report lost luggage to,113,lost_luggage
"i can't locate my luggage, i was on jetblue flight ab123 out of detroit",113,lost_luggage
do you know whom i should contact since my luggage did not arrive,113,lost_luggage
"where are my bags, not here at the airport",113,lost_luggage
what to do if luggage lost,113,lost_luggage
"if i lost my luggage, where can i get help",113,lost_luggage
switch to female voice,51,change_accent
i want to change what accent you use,51,change_accent
change to female voice,51,change_accent
try using a different accent,51,change_accent
go ahead and switch to the male voice,51,change_accent
change to a male voice,51,change_accent
switch to a different accent,51,change_accent
i want to use the female voice now,51,change_accent
"if you can do accents, i want to hear you talk like david bowie",51,change_accent
can you speak like a british dude,51,change_accent
please talk to me in the male british accent,51,change_accent
please change to the female voice,51,change_accent
please set to female voice,51,change_accent
i would prefer to hear the female voice,51,change_accent
please change your accent to a british male,51,change_accent
i prefer female voice now,51,change_accent
can you use a different accent,51,change_accent
set to female voice,51,change_accent
use your male voice,51,change_accent
please use a male voice when speaking,51,change_accent
use a new accent,51,change_accent
can you use male voice,51,change_accent
use male voice,51,change_accent
use a male voice instead,51,change_accent
can i hear the male voice please,51,change_accent
switch over from female to the male voice,51,change_accent
please change your accent to the male british one,51,change_accent
please start using female voice,51,change_accent
switch over to the male voice mode,51,change_accent
i must to the female voice,51,change_accent
use a male voice now,51,change_accent
use female voice now instead,51,change_accent
i want you to change your accent to the male british one,51,change_accent
could you talk like a british male,51,change_accent
go ahead and change your accent to the male british one,51,change_accent
switch to british male accent,51,change_accent
please use male voice,51,change_accent
go ahead and switch to the female voice,51,change_accent
can you swap to male voice,51,change_accent
i want your accent changed to the male british one,51,change_accent
i need for you to change your accent to the male british one,51,change_accent
please use your female voice,51,change_accent
switch from the male to the female voice,51,change_accent
switch to male british accent,51,change_accent
speak in a different accent,51,change_accent
i want to hear the female voice option,51,change_accent
speak as a british male,51,change_accent
change the accent you're speaking in,51,change_accent
do a british male accent only,51,change_accent
i wanna switch to the male voice,51,change_accent
go ahead and say all of the points on my list of to-do's please,48,todo_list
let's go through my to do list items please,48,todo_list
can you please tell me what is on my to-do list,48,todo_list
can i hear the complete to do list just dictated,48,todo_list
i need to know if sorting the mail is on my to do list,48,todo_list
i need my todo list read,48,todo_list
what is on my to do list,48,todo_list
what are the things that i have for today,48,todo_list
is cleaning the kitchen coming up on my list of things i have to do today,48,todo_list
i need to hear my todo list,48,todo_list
do i already have a task on my todo list to research delaware,48,todo_list
what items do i need to do,48,todo_list
please tell me all items on my todo list,48,todo_list
do i have an item on my todo list related to shopping,48,todo_list
what do i have on my need to do list,48,todo_list
please inform me of what tasks i have listed on my to do list,48,todo_list
does my errand list have goodwill on it,48,todo_list
did i create a task to clean the gutters on my list,48,todo_list
can you tell me the tasks on my to-do list,48,todo_list
i need to know what my to-do list is looking like,48,todo_list
i need to know everything on my to do list currently,48,todo_list
tell me the content of my to do list today,48,todo_list
read back my to do list,48,todo_list
do i have get an oil change on my todo list,48,todo_list
can you look to see whether feeding the fish is on my to do list,48,todo_list
did i remember to add buy flowers to my chore list today,48,todo_list
i need to know what tasks are on my to-do list,48,todo_list
how many chores are on my todo list,48,todo_list
can you tell me my to do list,48,todo_list
what do i have left to do on my to-do list,48,todo_list
do i have brush my teeth on my todo list,48,todo_list
read my complete todo list to me,48,todo_list
tell me what is on the list of things to do,48,todo_list
i wonder what my to-do list looks like for today,48,todo_list
read my to-do list to me,48,todo_list
is studying for the chem exam on my todo list,48,todo_list
read to me my to do list,48,todo_list
"tell me what things i need to accomplish per my to do list, please",48,todo_list
is fixing mom's kitchen blind on my to do list,48,todo_list
"let me hear all of the items on my to do list, please",48,todo_list
check my to do list to see if jewelry repair is listed,48,todo_list
"can you tell me all of the things on my to do list for tomorrow, please",48,todo_list
"repeat my to do list to me, please",48,todo_list
check my domestic to do list for carpet cleaning,48,todo_list
can you tell me the items on my to do list,48,todo_list
please tell me all the items on my to do list right now,48,todo_list
have i set aside a time on my to do list to do my taxes,48,todo_list
do i have a car wash scheduled on my to do list,48,todo_list
i need to know if cleaning out the fridge is on my to do list,48,todo_list
did i put unpacking groceries on my to do list,48,todo_list
last time car was in shop,37,last_maintenance
what date did i last take my car in,37,last_maintenance
when did i take to car to the auto shop,37,last_maintenance
tell me the last time i had my car checked out at sam's repair shop,37,last_maintenance
you need to tell me when was car in shop,37,last_maintenance
do you know when my car was last looked at,37,last_maintenance
check my calendar for the date that my care was last serviced,37,last_maintenance
when was the last time i got my oil changed,37,last_maintenance
i need to know when was the last time i had my car checked out for a tune up,37,last_maintenance
how long's it been since i had my car serviced,37,last_maintenance
how long ago was my car last in the shop,37,last_maintenance
when was my most recent oil change,37,last_maintenance
i need you to look up the date of my car's last visit to the shop,37,last_maintenance
when did i most recently have my car in the shop,37,last_maintenance
when was the last time my car was in the shop,37,last_maintenance
when did last go to the auto repair shop,37,last_maintenance
i need to know when i last took my car in for a check up,37,last_maintenance
dates for my car in the shop,37,last_maintenance
do you remember when i last changed my oil,37,last_maintenance
do you know how long its been since i had my oil changed and a tune up,37,last_maintenance
"i can't remember when my car last went to the shop, can you find out for me",37,last_maintenance
check to see when my car was last in the shop,37,last_maintenance
what was the last time i had my car at the dealer for repairs,37,last_maintenance
when was the last time i changed my oil,37,last_maintenance
tell me when was car in shop,37,last_maintenance
tell me when someone looked at my car last,37,last_maintenance
when did my car get serviced last,37,last_maintenance
how long has it been since my last auto maintenance,37,last_maintenance
please find the date of my last oil change,37,last_maintenance
so when was car in shop,37,last_maintenance
how long ago did my car get looked at,37,last_maintenance
let me know when my car was last looked at,37,last_maintenance
when did i last have my vehicle checked on,37,last_maintenance
when did i take my car to paul's auto last,37,last_maintenance
what was the date of my last auto appointment,37,last_maintenance
what day did i change my oil,37,last_maintenance
find the date of the last oil swap for my car,37,last_maintenance
my car was looked at when,37,last_maintenance
when did i take my car to the mechanic,37,last_maintenance
when was my last car service date,37,last_maintenance
when did i last have my vehicle serviced,37,last_maintenance
when did i last take my car in for maintenance,37,last_maintenance
look up the date of my last oil change,37,last_maintenance
do you know when i last took my car in to the shop,37,last_maintenance
when did i last service my car with an oil change,37,last_maintenance
can you remind me of when i last had an oil change,37,last_maintenance
how long has it been since my car was last in the shop,37,last_maintenance
was my last oil change on wednesday,37,last_maintenance
please tell me the last time i took my car to the shop,37,last_maintenance
do you have a date for the last time the car was in the shop,37,last_maintenance
can you call mom,25,make_call
i must call dr smith,25,make_call
bella needs to be called,25,make_call
it's necessary to call michael,25,make_call
can you call russell,25,make_call
call sandra right now,25,make_call
call work,25,make_call
phone christie,25,make_call
call friend,25,make_call
i am going to call the landlord,25,make_call
place a call to bill now,25,make_call
call someone,25,make_call
dial someone's phone number,25,make_call
give liz a call,25,make_call
call mark,25,make_call
connect me to bob,25,make_call
call mymother,25,make_call
initiate a phone call with receptionist,25,make_call
call erryn,25,make_call
it's time for me to call drew,25,make_call
x is waiting for me to call,25,make_call
use my phone to dial work,25,make_call
call my mother,25,make_call
call robby for me,25,make_call
call robby,25,make_call
i want to talk to sarah,25,make_call
dial x's phone please,25,make_call
put me on a call to sally,25,make_call
dial steven,25,make_call
can you make a phone call to roger,25,make_call
call jim,25,make_call
can you call my mom,25,make_call
i want you to call bella,25,make_call
please phone lizzy,25,make_call
dial lisa's cell phone number,25,make_call
i must call roderick,25,make_call
phone sarah,25,make_call
please make a phone call to christopher,25,make_call
phone lobby,25,make_call
call someone for me,25,make_call
can you call a taxi,25,make_call
can i call a restaurant,25,make_call
call home,25,make_call
would you give jenny a call,25,make_call
i have to call jane,25,make_call
please dial david now,25,make_call
i want to make a call to uncle,25,make_call
please dial christie's number,25,make_call
phone call secretary,25,make_call
i will be calling hr,25,make_call
what type of gas does my car use,8,gas_type
what do i need to gas up this car,8,gas_type
tell me what type of gas this car uses,8,gas_type
does this take regular unleaded,8,gas_type
will this car run on the cheaper gas,8,gas_type
what type of fuel is used for this vehicle,8,gas_type
can i put normal unleaded in this car,8,gas_type
what kind of gas does this car take,8,gas_type
tell me what kind of gas this car uses,8,gas_type
what type of gas does this car need,8,gas_type
i would like to know the kind of gas that this car uses,8,gas_type
what kind of gas should go in this car,8,gas_type
i want to know the type of gasoline for this car,8,gas_type
can i use any fuel in my car,8,gas_type
is there a certain type of gas i need to use,8,gas_type
which type of gas do i need to put in my car,8,gas_type
what kind of fuel does my vehicle run on,8,gas_type
i wish to know the gas i need to fill this car up with,8,gas_type
what gas do i need to fill the car up with,8,gas_type
what gas does the car need,8,gas_type
tell me the fuel type used by my car,8,gas_type
what sort of fuel do i need for my car,8,gas_type
please inform me the gas i need to fill this car up with,8,gas_type
my car uses what type of fuel,8,gas_type
what type of fuel does my car use,8,gas_type
what kind of fuel do i need,8,gas_type
what kind of fuel goes in my engine,8,gas_type
tell me the gas i need to fill this car up with,8,gas_type
tell me the kind of fuel that my vehicle operates on,8,gas_type
tell me the gasoline type for this car,8,gas_type
what type of fuel should i use in my car,8,gas_type
tell me the fuel my car takes,8,gas_type
tell me what type of fuel i need to use for this car,8,gas_type
what type of gas do i need to use in this car,8,gas_type
what gas does the car use,8,gas_type
what kind of gas should i put in this car,8,gas_type
does this care use premium gas,8,gas_type
tell me what type of fuel my car uses,8,gas_type
what type of gas does this car take,8,gas_type
what percentage gas do i need,8,gas_type
what kind of gas is needed for this car,8,gas_type
i need to know what kind of gas to put in this car,8,gas_type
look up the type of gas needed for this vehicle,8,gas_type
what kind of gas should i put into this car,8,gas_type
what type of gas do i need for this car,8,gas_type
what kind of gas does this car use,8,gas_type
i wanna know the gas i need to fill this car up with,8,gas_type
what kind of gas does my car use,8,gas_type
is there a certain type of gas i need to use for this car,8,gas_type
what sort of gas should i get for my car,8,gas_type
i won't require my reservation anymore,67,cancel_reservation
the reservation i have isn't needed any more,67,cancel_reservation
please cancel my reservation for dinner,67,cancel_reservation
im not going to dinner tonight,67,cancel_reservation
"hello, i need to cancel tonight's reservation for dinner",67,cancel_reservation
is it possible to cancel the reservation at outback for the johnsons,67,cancel_reservation
can you cancel my reservation on tuesday for chris at stella maris,67,cancel_reservation
i no longer need a table for four at chili's,67,cancel_reservation
i want to cancel my reservation for 5 at red robin,67,cancel_reservation
cancel my reservation for 4 at red robin,67,cancel_reservation
i no longer need my reservation with carl at umami,67,cancel_reservation
"cancel the dinner reservation i made, okay",67,cancel_reservation
i need to cancel my dinner reservation,67,cancel_reservation
cancel my reservations for joe's at zepher right now,67,cancel_reservation
the reservation i made is not required anymore,67,cancel_reservation
can you cancel my dinner reservation,67,cancel_reservation
get rid of my dinner reservation,67,cancel_reservation
can you cancel the reservation for kyle's party at red lobster,67,cancel_reservation
can you undo the reservation,67,cancel_reservation
please cancel the table i had reserved for tonight,67,cancel_reservation
can you cancelt the reservation i have for dinner,67,cancel_reservation
cancel tonight's dinner reservation,67,cancel_reservation
tell the restaurant i cannot make it,67,cancel_reservation
please cancel my reservation for chris at brio,67,cancel_reservation
go ahead and cancel the reservation i made for 6:00 pm at parc,67,cancel_reservation
please cancel my 7:30 reservation for morton's,67,cancel_reservation
the reservation i created is not necessary anymore,67,cancel_reservation
please delete the reservation for 3 people at outback,67,cancel_reservation
joe and i are to cancel the reservation at zephers now,67,cancel_reservation
i no longer need the reservation for 20 at ihop,67,cancel_reservation
get rid of my 4 pm reservation at the steakhouse please,67,cancel_reservation
please unreserve that table,67,cancel_reservation
could you please cancel my reservation for 5 at red robin,67,cancel_reservation
tell the restaurant to cancel my reservation,67,cancel_reservation
cancel my reservation for chris at jp field's,67,cancel_reservation
cancel the reservation at olive garden for tommy,67,cancel_reservation
get rid of my reservation at chez francois for jennifer,67,cancel_reservation
i want to cancel the reservation for mercury at the ritz,67,cancel_reservation
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,67,cancel_reservation
you can cancel my reservation,67,cancel_reservation
cancel my reservation for 6 pm at sidetracks,67,cancel_reservation
scrap that dinner reservation,67,cancel_reservation
cancel my reservation for 3 at carlos jr,67,cancel_reservation
the reservation i placed is not needed anymore,67,cancel_reservation
please cancel my reservation,67,cancel_reservation
can you cancel my reservation tonight for chris at smith and wollensky,67,cancel_reservation
please cancel the table for two at burger king,67,cancel_reservation
can you cancel my reservation for dinner tomorrow,67,cancel_reservation
please cancel the reservation at zephers for joe and myself right now,67,cancel_reservation
could i cancel my reservations,67,cancel_reservation
can you schedule a meeting at 10 am tomorrow with john smith,18,schedule_meeting
i want to find out how do i schedule a meeting,18,schedule_meeting
can you schedule a meeting with james at the office,18,schedule_meeting
can you schedule a meeting with steve for 5,18,schedule_meeting
i need a meeting scheduled with bob for 7:00am on 9/11,18,schedule_meeting
is there a meeting room available between one and two,18,schedule_meeting
how can you schedule a meeting for me,18,schedule_meeting
i'd like to pencil in a meeting with seth at 11am,18,schedule_meeting
tell me how to schedule a meeting,18,schedule_meeting
i want you to schedule a meeting with carrie and lisa,18,schedule_meeting
what is your availability for conference rooms between one and two today,18,schedule_meeting
i want to schedule a meeting with tom for 6pm,18,schedule_meeting
can you sign me up for a meeting in the blue room on friday,18,schedule_meeting
do you know how do i schedule a meeting,18,schedule_meeting
see if you can schedule a meeting with don southerland tomorrow at noon,18,schedule_meeting
"can you schedule a meeting with steve at the office, please",18,schedule_meeting
are there meeting rooms available between 10-11,18,schedule_meeting
check if meeting rooms are free from 6 to 7,18,schedule_meeting
i have to meet with sam at 9:00am in two days,18,schedule_meeting
show me how do i schedule a meeting,18,schedule_meeting
is there an open meeting room between 2 and 4,18,schedule_meeting
are there any meetings room available between 8:00 and 9:00 am,18,schedule_meeting
i'm having trouble scheduling a meeting,18,schedule_meeting
i need you to schedule a meeting with bob brown at noon the day after tomorrow,18,schedule_meeting
please help me schedule a meeting with john love at 9 am tomorrow,18,schedule_meeting
how does scheduling a meeting work,18,schedule_meeting
can you schedule a meeting with damon for 1,18,schedule_meeting
can you schedule a meeting with john for 12,18,schedule_meeting
"i need meeting rooms between 9:00 am and 11:00 am, are there any available",18,schedule_meeting
i want to know if there are meeting rooms available between 9:00 am and 11:00 am,18,schedule_meeting
i'm going to need a meeting room on 9am on tuesday,18,schedule_meeting
help me get a meeting set up,18,schedule_meeting
"can you schedule a meeting with jessica at the office, please",18,schedule_meeting
get me a meeting with bill for 5:30pm tomorrow,18,schedule_meeting
meeting room availability at 8:00 please,18,schedule_meeting
can you schedule a meeting room for interviews on thursday,18,schedule_meeting
schedule a meeting with tom for 6pm,18,schedule_meeting
schedule a meeting room for friday at 3pm,18,schedule_meeting
"can you schedule a meeting with james at the office, please",18,schedule_meeting
during afternoon is there a meeting room to use,18,schedule_meeting
are there meeting rooms available between 9-10,18,schedule_meeting
meeting room availability from 8:00 please,18,schedule_meeting
i'd like to schedule a meeting room from 1:00 pm until 2:00 pm,18,schedule_meeting
help me schedule a meeting,18,schedule_meeting
are there meeting rooms available between 11-12,18,schedule_meeting
can you schedule a meeting with matt for 3,18,schedule_meeting
add a new meeting with tom for 6pm,18,schedule_meeting
schedule a meeting with carrie and lisa,18,schedule_meeting
how can i schedule a meeting,18,schedule_meeting
please find out if rooms are free from 1 to 2,18,schedule_meeting
please find my phone,81,find_phone
where can i find my phone,81,find_phone
can you locate my phone,81,find_phone
i would like some help finding my phone,81,find_phone
"please help me find my phone, because i lost it",81,find_phone
can you call my cellphone,81,find_phone
how can i find my phone,81,find_phone
is my phone in the house,81,find_phone
what is the location of my phone,81,find_phone
do you know where i left my phone,81,find_phone
help me find my phone,81,find_phone
please help me find my phone,81,find_phone
i need you to find my phone,81,find_phone
find my cellphone,81,find_phone
do you know where my phone is located now,81,find_phone
i lost my phone and need help retrieving it,81,find_phone
locate my phone for me,81,find_phone
help find my phone,81,find_phone
"my phone is lost, can you help with that",81,find_phone
i don't remember where my phone is,81,find_phone
have you seen my cellphone,81,find_phone
where did i put my phone,81,find_phone
can you track the location of my phone,81,find_phone
please aid in my searching for my lost phone,81,find_phone
my phone is lost - can you help me find it,81,find_phone
"call my phone, i can't find it",81,find_phone
my phone cannot be found,81,find_phone
who has seen my cellphone,81,find_phone
give me a hand finding my mobile device,81,find_phone
tell me where my phone is,81,find_phone
help me search for my phone,81,find_phone
i am looking for my phone,81,find_phone
i lost my phone and need assistance,81,find_phone
please help me find my cellphone,81,find_phone
i need to know where my phone is,81,find_phone
i need help finding my mobile phone,81,find_phone
can you help me find my lost phone,81,find_phone
where is my phone now,81,find_phone
"i need my phone, but can't find it",81,find_phone
are you able to track a phone,81,find_phone
where was the last place i had my phone,81,find_phone
i don't know where i put my phone,81,find_phone
i lost my phone,81,find_phone
i need help figuring out where my phone is,81,find_phone
i can't seem to find my phone,81,find_phone
i seemed to misplaced my phone,81,find_phone
i can't find my phone do you know where it is,81,find_phone
can you find my iphone,81,find_phone
i need to locate my phone,81,find_phone
please locate my phone,81,find_phone
"how do i get new insurance, please",64,insurance_change
i need to change my insurance to a plan with a lower deductible,64,insurance_change
i shall switch to a new insurance plan,64,insurance_change
what are my options for new insurance plans,64,insurance_change
"i need to get new insurance, how do i do it",64,insurance_change
how can i find out about new insurance,64,insurance_change
what rental insurance policy do you recommend,64,insurance_change
help me find a new auto insurance policy,64,insurance_change
i want to find a new united healthcare plan to get on,64,insurance_change
how do i change my insurance policy,64,insurance_change
i want help adjusting my insurance policy,64,insurance_change
help me find new insurance providers,64,insurance_change
my insurance plan needs to be changed,64,insurance_change
how do i apply for new insurance,64,insurance_change
can you help me get on a new united healthcare insurance plan,64,insurance_change
i need a new house insurance plan,64,insurance_change
i want to get a new car insurance plan,64,insurance_change
what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan,64,insurance_change
i gotta switch to a new insurance plan,64,insurance_change
how do i make my insurance policy different,64,insurance_change
how do i change my current insurance to a new plan with lower co-pay,64,insurance_change
i'd like a new life insurance plan,64,insurance_change
i am hoping to switch insurance plans,64,insurance_change
i need new health insurance,64,insurance_change
"how can i get new insurance, please",64,insurance_change
i would like to alter my insurance plan,64,insurance_change
what do i do for new insurance,64,insurance_change
help me modify my insurance policy,64,insurance_change
walk me through making changes to my insurance policy,64,insurance_change
website to start aaa new insurance plan,64,insurance_change
i need to get on a new united healthcare insurance plan,64,insurance_change
i need new health care coverage,64,insurance_change
how to create a new aaa insurance plan,64,insurance_change
i need to know how to change my insurance,64,insurance_change
i am in need of a switch to my insurance plan,64,insurance_change
i'd like to get on a new united healthcare plan,64,insurance_change
i would like you to help me get on another united healthcare insurance plan,64,insurance_change
how is new insurance gotten,64,insurance_change
aaa insurance start new plan,64,insurance_change
switch my insurance plan to a new one,64,insurance_change
i need a newer insurance plan,64,insurance_change
i am interested in acquiring new insurance,64,insurance_change
help make changes to my insurance policy,64,insurance_change
"i need new insurance, how do i get it",64,insurance_change
i need new insurance but dont know how to get it,64,insurance_change
my insurance policy needs to be adjusted,64,insurance_change
where do i go to get new insurance,64,insurance_change
how do i alter my insurance policy,64,insurance_change
what is the protocol for modifying my insurance policy,64,insurance_change
i need help acquiring new insurance,64,insurance_change
what are ways to improve my credit,28,improve_credit_score
how can i ensure my credit score doesn't drop,28,improve_credit_score
give me a recommendation to improve my credit score,28,improve_credit_score
what can i do to raise my credit score,28,improve_credit_score
how do i keep my credit score from dropping,28,improve_credit_score
is it true a hard pull hurts my credit score,28,improve_credit_score
are there ways for me to make my credit score better,28,improve_credit_score
i'm not sure if this will hurt my credit score,28,improve_credit_score
what are the best ways to build my credit score,28,improve_credit_score
is it true that opening a new account can decrease your credit score,28,improve_credit_score
can i harm my credit if i miss a car payment,28,improve_credit_score
tell me if the following thing can hurt my credit score,28,improve_credit_score
how do i maintain my credit score,28,improve_credit_score
what factors can ruin a credit score,28,improve_credit_score
will checking your credit lower my score,28,improve_credit_score
i'd like to make my credit score better,28,improve_credit_score
do you know if bouncing one check on your checking account can hurt your credit score or not,28,improve_credit_score
what steps can i take to make sure my credit score doesn't go down,28,improve_credit_score
what lowers credit score,28,improve_credit_score
give me tips on maintaining good credit,28,improve_credit_score
i'd like to find ways to improve my credit score,28,improve_credit_score
what are some of the ways that i can see an improvement in my credit score,28,improve_credit_score
how to improve a credit score,28,improve_credit_score
how do i prevent my credit score from lowering,28,improve_credit_score
what lowers you credit score,28,improve_credit_score
what are some way s i can do to improe my credit score,28,improve_credit_score
how do i make my credit score better,28,improve_credit_score
how can i protect my credit rating,28,improve_credit_score
show me some ways to build my credit score,28,improve_credit_score
what can i do to keep my credit in good standing,28,improve_credit_score
help me build my credit score by showing me some ways on how to,28,improve_credit_score
"i heard that opening a new account will decrease my credit score, is it true",28,improve_credit_score
how can i make my credit score better,28,improve_credit_score
what are some ways to keep my credit score up,28,improve_credit_score
would being late hurt my credit,28,improve_credit_score
how do i keep good credit,28,improve_credit_score
how to keep credit score high,28,improve_credit_score
tell me if opening a new account will decrease my credit score,28,improve_credit_score
